"Date","Type","Category","Amount","Description","Source","Person_in_Charge","Voucher_Code"
"2026-06-01","income","Sales","1101.41","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-06-01","income","Sales","1640.15","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-06-01","income","Sales","2101.63","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-06-02","income","Sales","1166.92","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-06-02","income","Sales","1645.19","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-06-02","income","Sales","2276.47","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-06-03","income","Sales","1022.08","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-06-03","income","Sales","1324.46","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-06-03","income","Sales","1560.56","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-06-04","income","Sales","993.80","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-06-04","income","Sales","1209.11","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-06-04","income","Sales","1570.59","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-06-05","income","Sales","1037.83","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-06-05","income","Sales","1523.69","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-06-05","income","Sales","1723.32","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-06-06","income","Sales","809.66","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-06-06","income","Sales","1214.72","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-06-06","income","Sales","2128.86","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-06-07","income","Sales","1117.07","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-06-07","income","Sales","1538.68","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-06-07","income","Sales","1635.99","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-06-08","income","Sales","1056.00","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-06-08","income","Sales","1448.75","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-06-08","income","Sales","1786.07","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-06-09","income","Sales","1157.70","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-06-09","income","Sales","1221.49","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-06-09","income","Sales","1905.67","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-06-10","income","Sales","1084.01","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-06-10","income","Sales","1313.55","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-06-10","income","Sales","2085.69","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-06-11","income","Sales","1016.39","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-06-11","income","Sales","1777.39","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-06-11","income","Sales","1632.45","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-06-12","income","Sales","875.05","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-06-12","income","Sales","1298.93","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-06-12","income","Sales","2214.94","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-06-13","income","Sales","1199.13","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-06-13","income","Sales","1247.95","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-06-13","income","Sales","2248.27","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-06-14","income","Sales","1016.11","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-06-14","income","Sales","1786.45","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-06-14","income","Sales","2179.54","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-06-15","income","Sales","856.87","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-06-15","income","Sales","1454.44","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-06-15","income","Sales","1683.25","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-06-16","income","Sales","1043.15","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-06-16","income","Sales","1233.89","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-06-16","income","Sales","2124.18","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-06-17","income","Sales","847.03","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-06-17","income","Sales","1305.95","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-06-17","income","Sales","1657.96","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-06-18","income","Sales","835.58","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-06-18","income","Sales","1488.40","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-06-18","income","Sales","1816.57","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-06-19","income","Sales","987.04","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-06-19","income","Sales","1762.42","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-06-19","income","Sales","2160.72","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-06-20","income","Sales","939.13","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-06-20","income","Sales","1207.10","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-06-20","income","Sales","2170.90","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-06-21","income","Sales","1169.03","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-06-21","income","Sales","1551.22","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-06-21","income","Sales","1565.91","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-06-22","income","Sales","986.13","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-06-22","income","Sales","1644.70","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-06-22","income","Sales","1526.31","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-06-23","income","Sales","1146.98","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-06-23","income","Sales","1738.93","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-06-23","income","Sales","2108.82","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-06-24","income","Sales","1087.19","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-06-24","income","Sales","1790.96","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-06-24","income","Sales","1967.81","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-06-25","income","Sales","1031.34","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-06-25","income","Sales","1790.49","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-06-25","income","Sales","1850.44","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-06-26","income","Sales","1197.57","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-06-26","income","Sales","1784.57","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-06-26","income","Sales","1725.39","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-06-27","income","Sales","1072.02","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-06-27","income","Sales","1299.19","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-06-27","income","Sales","2002.74","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-06-28","income","Sales","1111.04","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-06-28","income","Sales","1790.34","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-06-28","income","Sales","1794.79","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-06-29","income","Sales","870.52","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-06-29","income","Sales","1303.57","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-06-29","income","Sales","1741.80","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-06-30","income","Sales","1044.08","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-06-30","income","Sales","1241.35","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-06-30","income","Sales","2237.65","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-06-15","income","Sales","50.00","B2C Receipt RCP-JXE9K | Pay: QR | Voucher: FREE_TEA_50","B2C Receipt","Jack","FREE_TEA_50"
"2026-06-15","income","Sales","45.00","B2C Receipt RCP-JXE9L | Pay: Cash | Voucher: FREE_TEA_50","B2C Receipt","Sarah","FREE_TEA_50"
"2026-07-01","expense","Rent","4500.00","Monthly rental for outlet Taman A","Manual","Jack",""
"2026-07-01","expense","Rent","4500.00","Monthly rental for outlet Taman B","Manual","Sarah",""
"2026-07-01","expense","Rent","4500.00","Monthly rental for outlet Taman C","Manual","Ali",""
"2026-07-01","expense","Rent","4500.00","Monthly rental for outlet Taman D","Manual","Tan",""
"2026-07-01","expense","Rent","4500.00","Monthly rental for outlet Taman E","Manual","Lim",""
"2026-07-10","expense","Utilities","494.28","Electricity bill for Taman A","Manual","Sarah",""
"2026-07-10","expense","Utilities","59.11","Water bill for Taman A","Manual","Sarah",""
"2026-07-12","expense","Utilities","449.25","Electricity bill for Taman B","Manual","Ali",""
"2026-07-12","expense","Utilities","51.04","Water bill for Taman B","Manual","Ali",""
"2026-07-15","expense","Utilities","395.17","Electricity bill for Taman C","Manual","Tan",""
"2026-07-15","expense","Utilities","98.61","Water bill for Taman C","Manual","Tan",""
"2026-07-18","expense","Utilities","331.23","Electricity bill for Taman D","Manual","Lim",""
"2026-07-18","expense","Utilities","85.16","Water bill for Taman D","Manual","Lim",""
"2026-07-21","expense","Utilities","312.59","Electricity bill for Taman E","Manual","Ahmad",""
"2026-07-21","expense","Utilities","80.74","Water bill for Taman E","Manual","Ahmad",""
"2026-07-05","expense","Inventory","23080.92","Bulk tea leaves, cups and packaging materials from supplier","Manual","Sarah",""
"2026-07-20","expense","Inventory","18305.23","Milk, syrup and fresh pastry supplies from vendor","Manual","Ahmad",""
"2026-07-10","expense","Marketing","6423.58","Social media ads and local influencer campaigns payout","Manual","Tan",""
"2026-07-28","expense","Salaries","73692.50","Monthly staff salaries and EPF contributions compiled","Manual","Lim",""
"2026-07-28","expense","Claims","207.83","Petrol and travel claim [PIC: Ali]","Manual","Ali",""
"2026-07-01","income","Sales","1012.40","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-07-01","income","Sales","1717.53","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-07-01","income","Sales","1651.00","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-07-02","income","Sales","814.68","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-07-02","income","Sales","1412.95","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-07-02","income","Sales","1661.90","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-07-03","income","Sales","1074.67","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-07-03","income","Sales","1432.57","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-07-03","income","Sales","1669.95","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-07-04","income","Sales","950.43","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-07-04","income","Sales","1589.05","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-07-04","income","Sales","1921.56","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-07-05","income","Sales","944.59","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-07-05","income","Sales","1407.50","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-07-05","income","Sales","2060.00","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-07-06","income","Sales","921.08","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-07-06","income","Sales","1635.14","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-07-06","income","Sales","2084.30","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-07-07","income","Sales","915.34","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-07-07","income","Sales","1362.05","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-07-07","income","Sales","2090.06","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-07-08","income","Sales","904.17","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-07-08","income","Sales","1315.83","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-07-08","income","Sales","2089.34","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-07-09","income","Sales","1186.59","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-07-09","income","Sales","1664.74","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-07-09","income","Sales","1691.74","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-07-10","income","Sales","991.20","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-07-10","income","Sales","1535.50","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-07-10","income","Sales","2014.65","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-07-11","income","Sales","986.36","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-07-11","income","Sales","1436.06","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-07-11","income","Sales","2198.22","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-07-12","income","Sales","800.82","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-07-12","income","Sales","1754.46","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-07-12","income","Sales","1773.24","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-07-13","income","Sales","1181.17","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-07-13","income","Sales","1602.36","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-07-13","income","Sales","2077.91","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-07-14","income","Sales","819.70","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-07-14","income","Sales","1572.70","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-07-14","income","Sales","1826.83","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-07-15","income","Sales","1012.67","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-07-15","income","Sales","1215.40","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-07-15","income","Sales","1728.74","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-07-16","income","Sales","1149.75","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-07-16","income","Sales","1441.14","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-07-16","income","Sales","2007.80","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-07-17","income","Sales","905.58","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-07-17","income","Sales","1591.66","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-07-17","income","Sales","2161.78","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-07-18","income","Sales","1188.30","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-07-18","income","Sales","1410.92","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-07-18","income","Sales","2253.07","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-07-19","income","Sales","957.37","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-07-19","income","Sales","1434.81","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-07-19","income","Sales","1716.56","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-07-20","income","Sales","836.00","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-07-20","income","Sales","1386.55","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-07-20","income","Sales","2235.78","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-07-21","income","Sales","931.69","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-07-21","income","Sales","1378.85","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-07-21","income","Sales","2042.60","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-07-22","income","Sales","1008.61","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-07-22","income","Sales","1774.82","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-07-22","income","Sales","1893.10","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-07-23","income","Sales","885.67","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-07-23","income","Sales","1434.97","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-07-23","income","Sales","2130.12","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-07-24","income","Sales","892.03","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-07-24","income","Sales","1357.92","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-07-24","income","Sales","1812.04","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-07-25","income","Sales","1030.74","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-07-25","income","Sales","1759.02","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-07-25","income","Sales","1948.96","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-07-26","income","Sales","984.85","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-07-26","income","Sales","1560.21","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-07-26","income","Sales","1686.43","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-07-27","income","Sales","995.01","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-07-27","income","Sales","1385.98","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-07-27","income","Sales","1504.00","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-07-28","income","Sales","945.34","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-07-28","income","Sales","1795.38","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-07-28","income","Sales","1854.33","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-07-29","income","Sales","1154.13","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-07-29","income","Sales","1401.72","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-07-29","income","Sales","1636.98","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-07-30","income","Sales","838.41","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-07-30","income","Sales","1744.47","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-07-30","income","Sales","1823.49","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-07-31","income","Sales","861.11","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-07-31","income","Sales","1701.24","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-07-31","income","Sales","1917.05","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-08-01","expense","Rent","4500.00","Monthly rental for outlet Taman A","Manual","Jack",""
"2026-08-01","expense","Rent","4500.00","Monthly rental for outlet Taman B","Manual","Sarah",""
"2026-08-01","expense","Rent","4500.00","Monthly rental for outlet Taman C","Manual","Ali",""
"2026-08-01","expense","Rent","4500.00","Monthly rental for outlet Taman D","Manual","Tan",""
"2026-08-01","expense","Rent","4500.00","Monthly rental for outlet Taman E","Manual","Lim",""
"2026-08-10","expense","Utilities","348.36","Electricity bill for Taman A","Manual","Sarah",""
"2026-08-10","expense","Utilities","94.65","Water bill for Taman A","Manual","Sarah",""
"2026-08-12","expense","Utilities","397.82","Electricity bill for Taman B","Manual","Ali",""
"2026-08-12","expense","Utilities","71.71","Water bill for Taman B","Manual","Ali",""
"2026-08-15","expense","Utilities","492.08","Electricity bill for Taman C","Manual","Tan",""
"2026-08-15","expense","Utilities","62.12","Water bill for Taman C","Manual","Tan",""
"2026-08-18","expense","Utilities","301.65","Electricity bill for Taman D","Manual","Lim",""
"2026-08-18","expense","Utilities","65.32","Water bill for Taman D","Manual","Lim",""
"2026-08-21","expense","Utilities","348.26","Electricity bill for Taman E","Manual","Ahmad",""
"2026-08-21","expense","Utilities","82.18","Water bill for Taman E","Manual","Ahmad",""
"2026-08-05","expense","Inventory","25759.49","Bulk tea leaves, cups and packaging materials from supplier","Manual","Sarah",""
"2026-08-20","expense","Inventory","19279.73","Milk, syrup and fresh pastry supplies from vendor","Manual","Ahmad",""
"2026-08-10","expense","Marketing","5303.59","Social media ads and local influencer campaigns payout","Manual","Tan",""
"2026-08-28","expense","Salaries","72223.96","Monthly staff salaries and EPF contributions compiled","Manual","Lim",""
"2026-08-28","expense","Claims","246.88","Petrol and travel claim [PIC: Ali]","Manual","Ali",""
"2026-08-01","income","Sales","1113.18","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-08-01","income","Sales","1701.81","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-08-01","income","Sales","1611.60","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-08-02","income","Sales","915.82","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-08-02","income","Sales","1773.87","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-08-02","income","Sales","1702.18","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-08-03","income","Sales","946.36","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-08-03","income","Sales","1591.80","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-08-03","income","Sales","1966.22","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-08-04","income","Sales","1155.94","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-08-04","income","Sales","1713.67","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-08-04","income","Sales","1959.70","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-08-05","income","Sales","1143.47","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-08-05","income","Sales","1675.94","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-08-05","income","Sales","2147.39","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-08-06","income","Sales","905.02","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-08-06","income","Sales","1772.30","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-08-06","income","Sales","1614.80","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-08-07","income","Sales","931.52","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-08-07","income","Sales","1271.86","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-08-07","income","Sales","2127.35","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-08-08","income","Sales","845.35","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-08-08","income","Sales","1630.56","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-08-08","income","Sales","2061.95","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-08-09","income","Sales","893.64","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-08-09","income","Sales","1439.23","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-08-09","income","Sales","1580.20","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-08-10","income","Sales","998.82","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-08-10","income","Sales","1252.88","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-08-10","income","Sales","2119.68","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-08-11","income","Sales","928.83","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-08-11","income","Sales","1502.42","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-08-11","income","Sales","2177.82","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-08-12","income","Sales","871.04","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-08-12","income","Sales","1315.88","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-08-12","income","Sales","1700.68","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-08-13","income","Sales","1143.47","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-08-13","income","Sales","1486.63","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-08-13","income","Sales","1803.21","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-08-14","income","Sales","914.01","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-08-14","income","Sales","1336.13","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-08-14","income","Sales","1627.88","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-08-15","income","Sales","1028.11","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-08-15","income","Sales","1644.61","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-08-15","income","Sales","1622.69","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-08-16","income","Sales","873.30","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-08-16","income","Sales","1437.48","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-08-16","income","Sales","2138.60","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-08-17","income","Sales","1146.97","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-08-17","income","Sales","1372.23","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-08-17","income","Sales","1521.14","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-08-18","income","Sales","990.99","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-08-18","income","Sales","1678.83","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-08-18","income","Sales","1751.89","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-08-19","income","Sales","1057.06","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-08-19","income","Sales","1379.76","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-08-19","income","Sales","2222.42","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-08-20","income","Sales","972.08","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-08-20","income","Sales","1200.62","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-08-20","income","Sales","1816.73","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
